NC_043957.1	22956	0.004579	0.096128
NC_043957.1	22976	0.007730	0.193021
NC_043957.1	569646	0.000146	0.006766
NC_043957.1	569664	0.000333	0.028344
NC_043957.1	569704	0.000109	0.004226
NC_043957.1	569712	0.000380	0.030104
NC_043957.1	569723	0.000507	0.046047
NC_043957.1	622477	0.000150	0.006285
NC_043957.1	791757	0.000243	0.020407
NC_043957.1	792043	0.000101	0.006963
NC_043957.1	901733	0.000220	0.378136
NC_043957.1	901743	0.000013	0.079467
NC_043957.1	901766	0.002579	0.099221
NC_043957.1	1114226	0.000400	0.041340
NC_043957.1	1114256	0.001528	0.086022
NC_043957.1	1114281	0.000548	0.052756
NC_043957.1	1120481	0.001761	0.092666
NC_043957.1	1120483	0.002822	0.121354
NC_043957.1	1120496	0.021794	0.468793
NC_043957.1	1120498	0.012784	0.321082
NC_043957.1	1120554	0.004037	0.427539
NC_043957.1	1120573	0.000216	0.018178
NC_043957.1	1120713	0.002840	0.124426
NC_043957.1	1120715	0.001626	0.089200
NC_043957.1	1120724	0.000618	0.052319
NC_043957.1	1120743	0.016879	0.257369
NC_043957.1	1120745	0.010285	0.215062
NC_043957.1	1120767	0.001433	0.166092
NC_043957.1	1120771	0.008281	0.195491
NC_043957.1	1120773	0.009665	0.208893
NC_043957.1	1120786	0.016814	0.372838
NC_043957.1	1120788	0.048369	0.372634
NC_043957.1	1120816	0.018640	0.267613
NC_043957.1	1120818	0.009726	0.211743
NC_043957.1	1120828	0.000036	0.000747
NC_043957.1	1120831	0.006053	0.229435
NC_043957.1	1120833	0.012483	0.216814
NC_043957.1	1120846	0.002541	0.292445
NC_043957.1	1120848	0.001841	0.306541
NC_043957.1	1120900	0.000272	0.034275
NC_043957.1	1120902	0.005054	0.391871
NC_043957.1	1120904	0.001307	0.361552
NC_043957.1	1120906	0.002579	0.110158
NC_043957.1	1120917	0.011652	0.296850
NC_043957.1	1120919	0.006161	0.217987
NC_043957.1	1120945	0.003306	0.127422
NC_043957.1	1120947	0.003599	0.139036
NC_043957.1	1120960	0.039495	0.343608
NC_043957.1	1120962	0.033367	0.323767
NC_043957.1	1120975	0.014523	0.467880
NC_043957.1	1120977	0.021568	0.471245
NC_043957.1	1120990	0.017197	0.251534
NC_043957.1	1120992	0.012342	0.226525
NC_043957.1	1121005	0.008019	0.187835
NC_043957.1	1121007	0.011736	0.217959
NC_043957.1	1121020	0.011482	0.202545
NC_043957.1	1121022	0.012996	0.215254
NC_043957.1	1121035	0.001211	0.163754
NC_043957.1	1121037	0.001550	0.127484
NC_043957.1	1121050	0.004563	0.176375
NC_043957.1	1121076	0.002257	0.283448
NC_043957.1	1121078	0.001288	0.264120
NC_043957.1	1121106	0.003571	0.137659
NC_043957.1	1121108	0.004785	0.163969
NC_043957.1	1121121	0.020618	0.437762
NC_043957.1	1121123	0.016689	0.276712
NC_043957.1	1121136	0.010575	0.216119
NC_043957.1	1121138	0.006181	0.177671
NC_043957.1	1121463	0.000067	0.001410
NC_043957.1	1121491	0.047350	0.523908
NC_043957.1	1121506	0.000127	0.002480
NC_043957.1	1121511	0.002613	0.120717
NC_043957.1	1121535	0.000518	0.055883
NC_043957.1	1121564	0.000040	0.001280
NC_043957.1	1121584	0.003748	0.146029
NC_043957.1	1121745	0.002290	0.108187
NC_043957.1	1121756	0.002995	0.131784
NC_043957.1	1121827	0.001795	0.092471
NC_043957.1	1121849	0.000173	0.003761
NC_043957.1	1823754	0.000157	0.006172
NC_043957.1	1823755	0.000479	0.031931
NC_043957.1	1823915	0.000134	0.003607
NC_043957.1	1823945	0.000189	0.006581
NC_043957.1	1823969	0.001545	0.086657
NC_043957.1	1823972	0.000122	0.002343
NC_043957.1	1823984	0.000442	0.024757
NC_043957.1	1823993	0.000094	0.002912
NC_043957.1	1824002	0.000087	0.002167
NC_043957.1	1824005	0.000345	0.023139
NC_043957.1	1824028	0.000465	0.028405
NC_043957.1	2071362	0.001112	0.064629
NC_043957.1	2075350	0.001000	0.067967
NC_043957.1	2256515	0.000222	0.006828
NC_043957.1	2256545	0.029888	0.506878
NC_043957.1	2457576	0.000747	0.043848
NC_043957.1	2570300	0.000488	0.016039
NC_043957.1	2570345	0.033517	0.507343
NC_043957.1	2570393	0.000473	0.015326
NC_043957.1	2570579	0.000638	0.034161
NC_043957.1	2600404	0.000507	0.024396
NC_043957.1	2600433	0.023552	0.241071
NC_043957.1	2600513	0.000606	0.030494
NC_043957.1	2600627	0.000677	0.024831
NC_043957.1	2600631	0.000724	0.043020
NC_043957.1	2600842	0.000489	0.027766
NC_043957.1	2600845	0.001109	0.071583
NC_043957.1	2600861	0.000118	0.003990
NC_043957.1	2600872	0.000126	0.004641
NC_043957.1	2600978	0.000496	0.036945
NC_043957.1	2600986	0.000230	0.009666
NC_043957.1	2822761	0.001156	0.069822
NC_043957.1	2822822	0.000860	0.058885
NC_043957.1	2822846	0.035432	0.401591
NC_043957.1	2839497	0.000209	0.008328
NC_043957.1	2840095	0.001154	0.059577
NC_043957.1	2942881	0.000169	0.006227
NC_043957.1	2990645	0.000305	0.027278
NC_043957.1	2990712	0.000111	0.004559
NC_043957.1	2990839	0.016659	0.374940
